Cluster ID,Score,Name,Gender,DOB,Address,Occupation,Bank Acct
125,0.736,John Martin,M,1998-08-08,"395 Main St, Cork",Director,IE87BOFI984183
126,0.801,Michael Davis,F,1951-01-12,"250 Griffith Ave, Limerick",Retiree,
126,0.801,Michael Davis,F,1950-06-10,"355 Shop St, Cork",Doctor,IE76BOFI947318
127,1.0,Robert Lopez,F,1951-05-31,"127 Oak Park, Bray",Driver,IE79BOFI943333
127,1.0,Robert Lopez,F,1951-05-31,"127 Oak Park, Bray",Driver,IE79BOFI943333
128,1.0,Jennifer Lopez,M,1958-03-07,"413 Eyre Square, Cork",Farmer,IE98BOFI925751
128,1.0,Jennifer opez,M,1958-03-07,"413 Eyre Square, Cork",Farmer,IE98BOFI925751
129,0.996,CRH Solutions,,,"123 Henry St, Waterford",,IE47BOFI914728
129,0.996,CRH Soutions,,,"123 Henry St, Waterford",,IE47BOFI914728
130,0.856,Robert Jones,F,1968-05-18,"149 Oak Park, Galway",Sales,IE37BOFI935326
130,0.796,Robert Jones,F,1962-02-18,"463 Patrick St, Limerick",Student,IE35BOFI971348
130,0.856,Robert Jones,F,1968-05-18,"149 Oak Park, Galway",Sales,IE37BOFI935326
131,0.997,Bank of Ireland PLC,,,"355 Oak Park, Waterford",,IE92BOFI903646
131,0.997,Bank of Irelan dPLC,,,"355 Oak Park, Waterford",,IE92BOFI903646
132,0.68,Thomas Davis,M,1960-12-12,"591 Henry St, Dublin",Sales,
132,0.649,Thomas Davis,M,1967-03-08,"158 Shop St, Cork",Accountant,
132,0.714,Thomas Davis,,1967-03-08,"158 Shop St, Cork",Accountant,
132,0.68,Thomas Davis,M,1960-12-12,"591 Henry St, Dublin",Sales,
133,0.988,Aldi Services,,,"847 Dame St, Galway",,IE38BOFI922189
133,0.973,Aldi Servies,,,"822 New Address Rd, Navan",,IE38BOFI922189
133,0.972,lAdi Services,,,"175 New Address Rd, Swords",,IE38BOFI922189
134,0.514,David Wilson,F,1993-01-01,"692 Oliver Plunkett St, Navan",Civil Servant,IE77BOFI932204
134,0.557,David Wilson,F,2004-05-14,"182 O'Connell St, Dundalk",Nurse,IE77BOFI972494
134,0.594,David Wilson,F,1964-05-24,"756 Dame St, Drogheda",Doctor,
135,0.982,Barbara Garcia,F,1991-05-07,"598 Shop St, Waterford",Engineer,
135,0.982,aBrbara Garcia,F,,"598 Shop St, Waterford",Engineer,
136,0.995,Lisa Rodriguez,F,1983-03-30,"324 Henry St, Drogheda",Director,IE19BOFI982711
136,0.995,Lisa Rodriuez,F,1983-03-30,"324 Henry St, Drogheda",,IE19BOFI982711
137,0.999,James Martin,M,1981-08-04,"842 O'Connell St, Limerick",Nurse,IE60BOFI972404
137,0.999,Jmes Martin,,1981-08-04,"889 New Address Rd, Dundalk",Nurse,IE60BOFI972404
138,0.704,William Rodriguez,F,1977-02-13,"657 High St, Cork",IT Consultant,IE26BOFI984322
138,0.704,William Rodriguez,F,1987-09-23,"309 Shop St, Navan",Retiree,IE46BOFI985269
139,0.997,James Anderson,M,1984-09-05,"856 Shop St, Galway",Student,IE98BOFI983023
139,0.997,James Anderson,M,1984-09-05,"871 New Address Rd, Waterford",,IE98BOFI983023
140,0.999,Sarah Brown,F,1950-05-16,"365 Patrick St, Waterford",Technician,IE92BOFI927615
140,0.999,Saarh Brown,F,1950-05-16,"365 Patrick St, Waterford",Technician,IE92BOFI927615
141,0.841,David Rodriguez,F,1995-11-23,"765 Eyre Square, Waterford",Manager,IE65BOFI942520
141,0.873,David Rodriguez,F,1991-12-27,"115 Dame St, Dublin",Technician,
141,0.904,David Rodriguez,,1991-12-27,"115 Dame St, Dublin",Technician,
142,1.0,Richard Lopez,M,2003-07-18,"271 High St, Bray",Builder,IE11BOFI912091
142,1.0,Richard Lopez,M,,"271 High St, Bray",Builder,IE11BOFI912091
143,0.999,Sarah Anderson,F,1962-04-01,"637 Grafton St, Galway",Retiree,IE10BOFI920868
143,0.999,Sarah Anderosn,F,1962-04-01,"637 Grafton St, Galway",Retiree,IE10BOFI920868
144,0.832,John Lopez,M,1952-09-26,"837 O'Connell St, Waterford",Driver,
144,0.832,John Lopez,M,1969-02-26,"819 Patrick St, Bray",Technician,IE68BOFI980782
145,0.997,Michael Gonzalez,M,1971-08-09,"141 Dame St, Limerick",Student,IE87BOFI929300
145,0.997,Michael Gonzalez,M,1971-08-09,"141 Dame St, Limerick",Student,IE87BOFI929300
145,0.996,Michael Gonzalez,M,,"414 New Address Rd, Navan",,IE87BOFI929300
146,1.0,Thomas Rodriguez,M,1954-09-20,"132 Patrick St, Limerick",Admin,IE55BOFI956571
146,1.0,Thomas Rodriguez,M,1954-09-20,"132 Patrick St, Limerick",Admin,IE55BOFI956571
147,0.686,Jessica Moore,F,1989-10-27,"495 Dame St, Waterford",Admin,
147,0.686,Jessica Moore,F,1982-03-24,"303 High St, Cork",Farmer,IE57BOFI964262
148,1.0,Susan Smith,F,1960-01-15,"954 Main St, Bray",Retiree,IE28BOFI906809
148,1.0,Susan Smith,F,1960-01-15,"606 New Address Rd, Cork",Retiree,IE28BOFI906809
149,1.0,Richard Moore,F,1954-03-12,"510 Church Rd, Swords",Manager,IE30BOFI985249
149,1.0,Richard Moore,F,1954-03-12,"510 Church Rd, Swords",Manager,IE30BOFI985249
150,0.94,Eir Holdings,,,"223 Patrick St, Dublin",,
150,0.94,Eir Holdings,,,"769 O'Connell St, Limerick",,IE86BOFI955218
151,1.0,Jennifer Brown,M,2004-05-24,"857 Church Rd, Navan",Director,IE89BOFI979054
151,1.0,Jennifer Bron,M,2004-05-24,"857 Church Rd, Navan",Director,IE89BOFI979054
152,1.0,Elizabeth Moore,F,2000-11-25,"651 High St, Swords",Admin,IE49BOFI944072
152,1.0,Elizabeth Moore,F,2000-11-25,"651 High St, Swords",Admin,IE49BOFI944072
153,0.553,David Jackson,F,1979-04-26,"231 Grafton St, Navan",Teacher,
153,0.553,David Jackson,F,1968-08-07,"699 O'Connell St, Drogheda",IT Consultant,
154,0.65,Susan Gonzalez,M,1954-09-15,"158 Dame St, Cork",Nurse,IE22BOFI999728
154,0.65,Susan Gonzalez,M,1950-09-11,"33 Church Rd, Waterford",Director,IE66BOFI945368
155,1.0,James Moore,M,1958-11-08,"293 Main St, Cork",Farmer,IE82BOFI928713
155,1.0,James Moore,M,1958-11-08,"170 New Address Rd, Navan",Farmer,IE82BOFI928713
156,0.999,Susan Moore,F,1975-06-14,"348 Oliver Plunkett St, Bray",Retiree,IE15BOFI904424
156,0.999,Susan Moore,F,1975-06-14,"348 Oliver Plunkett St, Bray",Retiree,IE15BOFI904424
156,0.999,uSsan Moore,F,1975-06-14,"348 Oliver Plunkett St, Bray",Retiree,IE15BOFI904424
157,0.62,Joseph Miller,F,1982-02-06,"494 Griffith Ave, Swords",Sales,
157,0.679,Joseph Miller,F,1967-09-02,"549 Church Rd, Drogheda",Student,
157,0.536,Joseph Miller,F,1993-01-24,"281 O'Connell St, Limerick",Accountant,IE53BOFI932951
157,0.679,Joseph Miller,F,1967-09-02,"549 Church Rd, Drogheda",Student,
158,1.0,Lisa Thomas,M,2004-08-26,"194 Oak Park, Dundalk",Student,IE51BOFI992893
158,1.0,Lisa Thomas,M,2004-08-26,"194 Oak Park, Dundalk",Student,IE51BOFI992893
159,0.696,Jennifer Rodriguez,M,1995-03-18,"883 High St, Navan",Accountant,IE54BOFI914158
159,0.696,Jennifer Rodriguez,M,1996-12-08,"188 Oliver Plunkett St, Navan",Director,
160,0.999,John Garcia,F,1993-03-14,"402 Eyre Square, Cork",Civil Servant,IE54BOFI927964
160,0.999,John Gacria,F,,"402 Eyre Square, Cork",Civil Servant,IE54BOFI927964
161,1.0,Michael Gonzalez,F,1975-12-22,"97 Main St, Galway",Manager,IE14BOFI941634
161,1.0,Michael Gonzalez,F,1975-12-22,"97 Main St, Galway",Manager,IE14BOFI941634
162,1.0,Sarah Williams,F,1998-04-20,"933 Main St, Waterford",Nurse,IE33BOFI933944
162,1.0,Sarah Williams,F,1998-04-20,"933 Main St, Waterford",Nurse,IE33BOFI933944
163,1.0,Jennifer Lopez,M,1963-07-06,"849 Church Rd, Cork",Doctor,IE59BOFI931269
163,1.0,Jennifer Loepz,,1963-07-06,"849 Church Rd, Cork",Doctor,IE59BOFI931269
164,0.89,AIB Group,,,"81 Eyre Square, Galway",,IE12BOFI994458
164,0.89,AIB Group,,,"964 Henry St, Galway",,IE35BOFI924056
165,1.0,John Rodriguez,M,2005-07-26,"290 Eyre Square, Bray",Nurse,IE37BOFI906898
165,1.0,John Rodriguez,M,2005-07-26,"290 Eyre Square, Bray",Nurse,IE37BOFI906898
166,0.525,Michael Hernandez,M,2002-05-10,"846 Oliver Plunkett St, Galway",Engineer,
166,0.525,Michael Hernandez,M,1995-05-11,"979 Seaview, Limerick",Sales,IE58BOFI942228
167,0.998,Dunnes Solutions,,,"451 O'Connell St, Cork",,IE21BOFI903132
167,0.998,Dunnes Solutions,,,"263 New Address Rd, Dundalk",,IE21BOFI903132
168,1.0,Richard Rodriguez,M,1991-12-07,"646 Main St, Cork",Technician,IE98BOFI903020
168,1.0,Richard Rodriguez,M,1991-12-07,"646 Main St, Cork",Technician,IE98BOFI903020
169,1.0,Joseph Davis,M,1954-06-05,"189 Dame St, Dublin",IT Consultant,IE55BOFI929406
169,1.0,Joseph Davis,,1954-06-05,"189 Dame St, Dublin",IT Consultant,IE55BOFI929406
169,1.0,Joseph Davis,M,1954-06-05,"189 Dame St, Dublin",IT Consultant,IE55BOFI929406
170,1.0,Jessica Martinez,F,1972-12-19,"264 Patrick St, Bray",Student,IE98BOFI919469
170,1.0,Jessica aMrtinez,F,,"264 Patrick St, Bray",Student,IE98BOFI919469
171,0.999,Robert Garcia,F,1960-05-16,"984 Henry St, Swords",Admin,IE64BOFI930070
171,0.999,Rober tGarcia,F,1960-05-16,"984 Henry St, Swords",Admin,IE64BOFI930070
172,0.994,Vodafone Holdings,,,"644 Eyre Square, Navan",,IE62BOFI999871
172,0.992,Vodafone oHldings,,,"534 New Address Rd, Galway",,IE62BOFI999871
172,0.994,Vodafone Holdings,,,"644 Eyre Square, Navan",,IE62BOFI999871
173,0.997,John Thomas,F,1994-01-16,"574 High St, Swords",IT Consultant,IE35BOFI919311
173,0.997,Jhon Thomas,F,1994-01-16,"37 New Address Rd, Dublin",IT Consultant,IE35BOFI919311
174,0.997,Karen Anderson,F,1983-05-24,"608 Oak Park, Bray",Farmer,IE59BOFI925065
174,0.997,Karen Anderson,F,1983-05-24,"381 New Address Rd, Drogheda",,IE59BOFI925065
175,1.0,John Williams,M,1955-05-02,"234 Dame St, Bray",Civil Servant,IE78BOFI970729
175,1.0,John Williams,,1955-05-02,"234 Dame St, Bray",Civil Servant,IE78BOFI970729
175,1.0,JohnWilliams,,1955-05-02,"234 Dame St, Bray",Civil Servant,IE78BOFI970729
176,1.0,James Brown,F,2002-08-27,"477 Henry St, Waterford",Accountant,IE21BOFI902512
176,1.0,James Brown,,,"477 Henry St, Waterford",Accountant,IE21BOFI902512
177,0.844,Jessica Anderson,F,1999-07-08,"529 Main St, Galway",Technician,IE14BOFI949500
177,0.844,Jessica Anderson,F,1982-08-08,"35 Dame St, Waterford",Nurse,
178,1.0,John Miller,F,1964-03-07,"632 Shop St, Dundalk",Admin,IE96BOFI966902
178,1.0,John Miller,F,1964-03-07,"632 Shop St, Dundalk",Admin,IE96BOFI966902
179,0.995,Mary Gonzalez,M,1974-07-26,"198 Henry St, Dundalk",Manager,IE30BOFI912055
179,0.995,Mary Gonalez,M,1974-07-26,"198 Henry St, Dundalk",,IE30BOFI912055
180,1.0,Mary Wilson,M,1964-07-26,"148 Shop St, Cork",Civil Servant,IE81BOFI927741
180,1.0,Mary Wilson,M,,"148 Shop St, Cork",Civil Servant,IE81BOFI927741
181,0.767,Vodafone Group,,,"172 Shop St, Cork",,IE99BOFI949872
181,0.767,Vodafone Group,,,"965 Patrick St, Drogheda",,IE40BOFI936179
182,1.0,William Taylor,F,1956-01-25,"344 Shop St, Dundalk",Nurse,IE50BOFI982342
182,1.0,William Taylor,F,1956-01-25,"344 Shop St, Dundalk",Nurse,IE50BOFI982342
183,1.0,Sarah Jackson,M,2004-02-16,"570 Eyre Square, Bray",Admin,IE53BOFI925642
183,1.0,Sarah Jackson,M,2004-02-16,"570 Eyre Square, Bray",Admin,IE53BOFI925642
184,0.998,Ryanair Solutions,,,"770 Dame St, Bray",,IE71BOFI910431
184,0.995,Ryanair Solutions,,,"875 New Address Rd, Dundalk",,IE71BOFI910431
184,0.995,RyanairS olutions,,,"770 Dame St, Bray",,IE71BOFI910431
184,0.998,Ryanair Solutions,,,"770 Dame St, Bray",,IE71BOFI910431
185,0.979,Sarah Brown,F,1960-06-04,"313 Church Rd, Cork",Sales,
185,0.979,Sarh Brown,F,1960-06-04,"313 Church Rd, Cork",Sales,
186,0.995,Sarah Johnson,F,1950-12-21,"496 Griffith Ave, Swords",IT Consultant,IE34BOFI959537
186,0.995,Sarah Jhnson,F,,"496 Griffith Ave, Swords",,IE34BOFI959537
187,0.998,James Lopez,M,1973-01-02,"387 Dame St, Cork",Farmer,IE58BOFI928749
187,0.992,James Lopez,M,,"811 New Address Rd, Waterford",,IE58BOFI928749
187,0.992,Jmaes Lopez,,1973-01-02,"304 New Address Rd, Drogheda",Farmer,IE58BOFI928749
188,0.976,Mary Johnson,F,1961-01-09,"773 High St, Drogheda",Builder,
188,0.976,Mary Johnson,,1961-01-09,"773 High St, Drogheda",,
189,0.999,Lisa Garcia,F,1960-08-02,"360 Henry St, Navan",Retiree,IE47BOFI957614
189,0.999,Lisa Grcia,,1960-08-02,"915 New Address Rd, Cork",Retiree,IE47BOFI957614
190,0.996,Elizabeth Thomas,F,1993-02-17,"869 Seaview, Dublin",Engineer,IE63BOFI940647
190,0.996,Elzabeth Thomas,F,1993-02-17,"869 Seaview, Dublin",,IE63BOFI940647
191,1.0,Susan Martinez,M,1963-12-25,"797 High St, Swords",Farmer,IE61BOFI996839
191,1.0,Susan Martinez,M,1963-12-25,"797 High St, Swords",Farmer,IE61BOFI996839
192,1.0,David Wilson,M,2005-07-09,"53 Griffith Ave, Swords",Manager,IE87BOFI912961
192,1.0,David Wilson,M,2005-07-09,"407 New Address Rd, Bray",Manager,IE87BOFI912961
193,0.999,James Moore,M,1990-04-08,"487 Eyre Square, Navan",Teacher,IE11BOFI993853
193,0.995,James Moore,M,1990-04-08,"487 Eyre Square, Navan",,IE11BOFI993853
193,0.995,Jame sMoore,,,"487 Eyre Square, Navan",Teacher,IE11BOFI993853
194,1.0,Joseph Anderson,F,1969-01-25,"46 Oak Park, Dublin",Builder,IE10BOFI989262
194,1.0,Joseph Anderson,,1969-01-25,"554 New Address Rd, Galway",Builder,IE10BOFI989262
195,0.656,Sarah Miller,F,1974-11-02,"783 Oliver Plunkett St, Bray",Driver,IE79BOFI921183
195,0.656,Sarah Miller,F,1960-04-22,"357 Oliver Plunkett St, Navan",Manager,IE99BOFI931363
196,0.999,William Anderson,M,1979-11-13,"904 Henry St, Galway",Nurse,IE32BOFI989995
196,0.999,William Adnerson,M,1979-11-13,"21 New Address Rd, Dundalk",Nurse,IE32BOFI989995
197,1.0,David Jackson,M,1957-01-12,"633 Grafton St, Dublin",Civil Servant,IE92BOFI972440
197,1.0,David Jackson,M,1957-01-12,"633 Grafton St, Dublin",Civil Servant,IE92BOFI972440
198,1.0,Jessica Johnson,M,1987-11-28,"9 Seaview, Swords",Farmer,IE88BOFI935127
198,1.0,Jessica Johnson,M,1987-11-28,"97 New Address Rd, Cork",Farmer,IE88BOFI935127
199,1.0,Sarah Jackson,M,1955-05-21,"240 Patrick St, Limerick",Doctor,IE82BOFI971992
199,1.0,Sarah Jackson,,1955-05-21,"240 Patrick St, Limerick",Doctor,IE82BOFI971992
200,1.0,Michael Martin,M,1968-12-19,"901 O'Connell St, Dublin",Manager,IE44BOFI993152
200,1.0,ichael Martin,,1968-12-19,"901 O'Connell St, Dublin",Manager,IE44BOFI993152
201,0.999,Thomas Anderson,M,1987-11-08,"236 Oliver Plunkett St, Bray",Accountant,IE37BOFI971374
201,0.999,Thoams Anderson,M,1987-11-08,"236 Oliver Plunkett St, Bray",Accountant,IE37BOFI971374
202,0.999,James Martin,M,1971-01-10,"799 Shop St, Bray",IT Consultant,IE53BOFI926361
202,0.999,James Mratin,M,,"799 Shop St, Bray",IT Consultant,IE53BOFI926361
203,1.0,Thomas Miller,M,1984-12-14,"128 Oliver Plunkett St, Dundalk",Admin,IE38BOFI992291
203,1.0,Thomas Miller,M,1984-12-14,"128 Oliver Plunkett St, Dundalk",Admin,IE38BOFI992291
204,0.732,William Moore,F,1988-10-06,"782 Oak Park, Bray",Civil Servant,IE65BOFI971657
204,0.71,William Moore,F,1964-03-08,"116 Main St, Bray",Admin,
204,0.71,William Moore,F,1964-03-08,"116 Main St, Bray",Admin,
204,0.689,William Moore,F,1988-10-06,"245 New Address Rd, Navan",Civil Servant,IE65BOFI971657
205,1.0,Elizabeth Miller,F,1998-06-02,"919 Patrick St, Limerick",Civil Servant,IE33BOFI900950
205,1.0,Elizabteh Miller,F,1998-06-02,"919 Patrick St, Limerick",Civil Servant,IE33BOFI900950
206,0.999,Karen Miller,F,1953-10-30,"303 Seaview, Dundalk",Civil Servant,IE47BOFI948712
206,0.999,Kraen Miller,,1953-10-30,"303 Seaview, Dundalk",Civil Servant,IE47BOFI948712
207,1.0,Robert Thomas,M,1986-05-26,"689 Grafton St, Drogheda",IT Consultant,IE83BOFI984130
207,1.0,Robert Thomas,M,1986-05-26,"689 Grafton St, Drogheda",IT Consultant,IE83BOFI984130
208,1.0,Susan Wilson,M,1973-07-17,"705 Henry St, Galway",Teacher,IE61BOFI911474
208,1.0,Susan Wilson,M,1973-07-17,"705 Henry St, Galway",Teacher,IE61BOFI911474
209,0.997,William Johnson,M,1958-05-18,"834 High St, Galway",Engineer,IE76BOFI950876
209,0.997,William Johnson,M,1958-05-18,"532 New Address Rd, Cork",,IE76BOFI950876
210,0.994,James Wilson,M,1988-08-21,"512 Oliver Plunkett St, Swords",Admin,IE36BOFI902861
210,0.994,James Wilsno,,1988-08-21,"512 Oliver Plunkett St, Swords",,IE36BOFI902861
211,1.0,James Martin,F,1974-09-19,"846 Patrick St, Swords",IT Consultant,IE40BOFI954699
211,0.999,James Martin,F,1974-09-19,"231 New Address Rd, Dublin",IT Consultant,IE40BOFI954699
211,0.999,Jmes Martin,F,1974-09-19,"846 Patrick St, Swords",IT Consultant,IE40BOFI954699
212,1.0,David Lopez,F,1958-10-13,"500 Eyre Square, Dublin",Driver,IE54BOFI931547
212,1.0,David Lopez,F,,"746 New Address Rd, Dublin",Driver,IE54BOFI931547
213,0.999,David Smith,F,1997-02-23,"107 Griffith Ave, Dublin",Retiree,IE31BOFI954323
213,0.999,David Smih,F,1997-02-23,"479 New Address Rd, Waterford",Retiree,IE31BOFI954323
214,0.999,Robert Johnson,M,1985-06-08,"166 Patrick St, Swords",Engineer,IE85BOFI976725
214,0.999,Robert ohnson,M,1985-06-08,"251 New Address Rd, Navan",Engineer,IE85BOFI976725
215,0.998,Vodafone PLC,,,"637 O'Connell St, Galway",,IE67BOFI990314
215,0.998,Vodafone PLC,,,"132 New Address Rd, Drogheda",,IE67BOFI990314
216,1.0,Elizabeth Anderson,M,1977-04-17,"276 Oliver Plunkett St, Dublin",Doctor,IE89BOFI914091
216,1.0,Elizabeth Anderson,M,1977-04-17,"276 Oliver Plunkett St, Dublin",Doctor,IE89BOFI914091
217,0.996,Jennifer Martin,M,1958-05-20,"868 Grafton St, Waterford",Doctor,IE73BOFI914989
217,0.996,Jennifer Martin,M,,"580 New Address Rd, Bray",,IE73BOFI914989
218,1.0,John Williams,F,1999-04-16,"486 O'Connell St, Limerick",Teacher,IE92BOFI938151
218,1.0,John Williams,F,1999-04-16,"486 O'Connell St, Limerick",Teacher,IE92BOFI938151
219,0.997,Elizabeth Jones,M,1986-01-25,"739 Oak Park, Drogheda",Farmer,
219,0.997,Elizabeth Jones,M,1986-01-25,"739 Oak Park, Drogheda",Farmer,
220,0.999,Robert Thomas,F,1969-06-06,"361 Patrick St, Drogheda",Admin,IE99BOFI914639
220,0.999,Robert hTomas,F,1969-06-06,"361 Patrick St, Drogheda",Admin,IE99BOFI914639
221,1.0,Joseph Smith,F,1985-11-11,"296 Main St, Waterford",Retiree,IE93BOFI914675
221,1.0,Joseph Smith,,1985-11-11,"296 Main St, Waterford",Retiree,IE93BOFI914675
222,1.0,Michael Hernandez,F,2002-12-27,"990 Oak Park, Cork",Sales,IE17BOFI948673
222,1.0,Michale Hernandez,F,2002-12-27,"990 Oak Park, Cork",Sales,IE17BOFI948673
223,0.989,William Rodriguez,F,1967-08-18,"787 Dame St, Navan",Builder,
223,0.989,William Rodriuez,F,1967-08-18,"787 Dame St, Navan",Builder,
224,1.0,James Rodriguez,M,1965-06-06,"587 Grafton St, Navan",Retiree,IE35BOFI910360
224,1.0,James Rodriguez,M,1965-06-06,"587 Grafton St, Navan",Retiree,IE35BOFI910360
225,1.0,John Johnson,F,1950-08-13,"499 Eyre Square, Swords",Teacher,IE23BOFI937334
225,1.0,John Johnson,F,1950-08-13,"499 Eyre Square, Swords",Teacher,IE23BOFI937334
226,1.0,Richard Martin,M,1960-09-25,"317 Main St, Swords",Technician,IE95BOFI998061
226,1.0,Richard Martin,M,1960-09-25,"242 New Address Rd, Limerick",Technician,IE95BOFI998061
227,0.997,Karen Martin,F,1996-06-02,"131 O'Connell St, Galway",Admin,
227,0.997,Karen Martin,F,1996-06-02,"131 O'Connell St, Galway",Admin,
228,1.0,Thomas Thomas,M,1985-07-07,"779 Seaview, Drogheda",Technician,IE88BOFI947972
228,1.0,Thomas Thomas,M,1985-07-07,"779 Seaview, Drogheda",Technician,IE88BOFI947972
229,0.982,Susan Gonzalez,M,2005-10-02,"697 Patrick St, Bray",Engineer,
229,0.982,SusanG onzalez,M,2005-10-02,"697 Patrick St, Bray",Engineer,
230,0.997,Mary Smith,M,1994-12-10,"891 Seaview, Drogheda",Engineer,
230,0.997,Mary Smith,M,1994-12-10,"891 Seaview, Drogheda",Engineer,
231,0.667,Elizabeth Smith,F,1968-01-28,"156 Grafton St, Cork",Civil Servant,
231,0.667,Elizabeth Smith,F,1954-07-11,"202 Grafton St, Navan",Manager,
232,0.979,David Davis,F,1994-05-23,"96 O'Connell St, Limerick",Nurse,
232,0.979,David avis,F,,"96 O'Connell St, Limerick",Nurse,
233,0.986,Susan Anderson,M,1992-08-08,"980 Dame St, Swords",Manager,
233,0.986,Susa Anderson,M,1992-08-08,"980 Dame St, Swords",Manager,
234,0.997,Jennifer Miller,F,1981-06-08,"727 Seaview, Waterford",Driver,
234,0.997,Jennifer Miller,F,1981-06-08,"727 Seaview, Waterford",Driver,
235,0.967,Linda Williams,F,1957-04-25,"165 Griffith Ave, Bray",Technician,
235,0.967,Linda Williams,F,1957-04-25,"165 Griffith Ave, Bray",,
236,0.936,AIB Holdings,,,"884 Dame St, Limerick",,
236,0.936,AIB Holdings,,,"134 Oak Park, Swords",,
237,0.759,Susan Jones,M,1950-12-08,"669 Seaview, Navan",Technician,
237,0.861,Susan Jones,M,1993-07-02,"582 Oak Park, Dublin",Technician,
237,0.861,Susan Jones,M,1993-07-02,"582 Oak Park, Dublin",Technician,
237,0.861,Susan Jones,M,1993-07-02,"582 Oak Park, Dublin",Technician,
238,0.976,Karen Thomas,F,2001-07-05,"252 Dame St, Drogheda",Nurse,
238,0.976,Kraen Thomas,F,2001-07-05,"252 Dame St, Drogheda",Nurse,
239,0.94,Lidl PLC,,,"108 O'Connell St, Galway",,
239,0.94,Lidl PLC,,,"979 Shop St, Dundalk",,
240,0.988,Robert Hernandez,M,1971-11-02,"835 Oliver Plunkett St, Limerick",Doctor,
240,0.988,Robert Henandez,M,1971-11-02,"835 Oliver Plunkett St, Limerick",Doctor,
241,0.982,Lisa Davis,M,1950-09-15,"774 Patrick St, Bray",Builder,
241,0.982,Lisa Davis,M,1950-09-15,"774 Patrick St, Bray",Builder,
241,0.975,LisaD avis,,1950-09-15,"774 Patrick St, Bray",Builder,
242,0.997,James Miller,F,1960-07-31,"954 Griffith Ave, Swords",Teacher,
242,0.997,James Miller,F,,"954 Griffith Ave, Swords",Teacher,
243,0.998,Linda Jackson,F,1952-05-11,"984 O'Connell St, Bray",Doctor,
243,0.998,Linda Jackson,,1952-05-11,"984 O'Connell St, Bray",Doctor,
244,0.985,Karen Johnson,M,1958-10-14,"689 O'Connell St, Navan",Admin,
244,0.985,Kare nJohnson,,1958-10-14,"689 O'Connell St, Navan",Admin,
245,0.976,Three Group,,,"193 Seaview, Swords",,
245,0.976,Three Group,,,"193 Seaview, Swords",,
246,0.948,SuperValu Group,,,"463 Seaview, Galway",,
246,0.948,SuperValu Group,,,"463 Seaview, Galway",,
246,0.916,SuprValu Group,,,"463 Seaview, Galway",,
246,0.948,SuperValu Group,,,"463 Seaview, Galway",,
247,1.0,Jessica Moore,M,1968-11-15,"570 Grafton St, Drogheda",Teacher,IE58BOFI969450
248,1.0,Lisa Anderson,F,1997-01-17,"290 Oak Park, Swords",Teacher,IE98BOFI961614
249,1.0,Linda Miller,M,1959-01-03,"305 Dame St, Limerick",Admin,
250,1.0,Mary Smith,M,1988-03-15,"700 Grafton St, Navan",Doctor,IE60BOFI955844
251,1.0,Michael Moore,F,1976-05-03,"165 Oliver Plunkett St, Navan",Engineer,IE79BOFI903258
252,1.0,Joseph Lopez,M,1979-02-17,"267 Oliver Plunkett St, Swords",Manager,IE82BOFI923291
253,1.0,Michael Jones,M,1950-08-25,"967 Patrick St, Dublin",Admin,
254,1.0,Thomas Martinez,M,1998-06-20,"950 O'Connell St, Cork",Director,IE94BOFI960377
255,1.0,Barbara Hernandez,M,1972-09-24,"771 Main St, Drogheda",Retiree,
256,1.0,Richard Taylor,M,2004-06-24,"203 Oliver Plunkett St, Cork",Civil Servant,IE98BOFI991049
257,1.0,Thomas Martin,F,1964-10-29,"393 Patrick St, Galway",Farmer,IE27BOFI910581
258,1.0,Elizabeth Davis,M,1980-01-12,"143 Main St, Waterford",Driver,IE83BOFI937169
259,1.0,Sarah Smith,M,1996-03-14,"903 Seaview, Bray",Teacher,IE52BOFI944705
260,1.0,Thomas Miller,F,1987-10-11,"542 Eyre Square, Drogheda",Retiree,IE68BOFI969733
261,1.0,Susan Garcia,F,1954-06-25,"566 Shop St, Dublin",Engineer,IE60BOFI951638
262,1.0,John Johnson,M,2001-09-16,"527 Seaview, Waterford",Manager,IE95BOFI973973
263,1.0,Smurfit Kappa Ireland,,,"566 Seaview, Swords",,IE32BOFI945199
264,1.0,Eir Ltd,,,"221 Patrick St, Swords",,IE65BOFI930019
265,1.0,Karen Martinez,M,1970-06-07,"920 Henry St, Swords",Manager,IE94BOFI928861
266,1.0,Jessica Wilson,F,1994-11-14,"376 Griffith Ave, Dublin",Technician,IE67BOFI900615
267,1.0,Sarah Anderson,F,1968-08-01,"848 O'Connell St, Navan",Doctor,IE95BOFI910495
268,1.0,Thomas Johnson,F,1982-12-05,"499 Grafton St, Cork",Engineer,IE56BOFI930232
269,1.0,Patricia Martin,F,1966-07-28,"584 Henry St, Dundalk",Retiree,
270,1.0,William Gonzalez,F,1959-04-27,"417 Shop St, Dublin",Farmer,IE42BOFI932680
271,1.0,Robert Moore,M,1972-06-28,"927 Dame St, Limerick",Accountant,IE46BOFI979608
272,1.0,Thomas Moore,M,1972-01-24,"913 Patrick St, Bray",Manager,IE32BOFI926252
273,1.0,Lisa Rodriguez,F,1988-09-23,"451 Dame St, Cork",Nurse,IE47BOFI956510
