Cluster ID,Score,Name,Gender,DOB,Address,Occupation,Bank Acct
176,1.0,Joseph Jackson164,F,1996-10-26,"163 Henry St, Cork",Nurse,IE10BOFI954356
177,1.0,Richard Brown883,F,1954-11-19,"823 Griffith Ave, Limerick",Sales,IE54BOFI942441
178,1.0,Robert Moore701,F,1962-04-06,"970 High St, Dublin",Student,IE84BOFI905850
179,1.0,Elizabeth Thomas644,M,2001-09-10,"215 Oak Park, Navan",Doctor,IE58BOFI934689
180,1.0,Lisa Hernandez766,M,1989-12-04,"404 Oliver Plunkett St, Dublin",Driver,IE38BOFI952397
181,1.0,James Johnson554,F,1950-03-10,"117 Dame St, Dundalk",Director,IE69BOFI946543
182,1.0,Jennifer Davis19,M,1954-04-29,"148 Grafton St, Swords",IT Consultant,IE98BOFI919870
183,1.0,Patricia Davis117,M,1980-06-25,"683 Patrick St, Bray",Technician,IE42BOFI920573
184,1.0,Susan Garcia115,M,1970-05-27,"464 Shop St, Galway",Civil Servant,
185,1.0,Thomas Martin433,F,1977-12-06,"166 Patrick St, Bray",Driver,
186,1.0,Karen Wilson647,M,1984-05-16,"782 Patrick St, Dundalk",IT Consultant,IE35BOFI927651
187,1.0,Susan Martin469,F,1967-05-19,"107 Oliver Plunkett St, Cork",Driver,IE83BOFI995867
188,1.0,James Taylor537,F,1958-06-16,"378 Griffith Ave, Navan",Doctor,IE23BOFI901984
189,1.0,Richard Thomas120,M,1961-03-05,"111 Shop St, Limerick",Sales,IE45BOFI964415
190,1.0,Linda Hernandez659,M,1954-05-01,"580 Oak Park, Dublin",IT Consultant,IE65BOFI957490
191,1.0,William Anderson206,M,2003-06-05,"31 Eyre Square, Navan",Builder,IE46BOFI994224
192,1.0,Elizabeth Thomas196,M,1957-04-12,"467 Oliver Plunkett St, Waterford",Accountant,IE74BOFI977527
193,1.0,Patricia Taylor301,M,1967-08-14,"360 Seaview, Dundalk",Retiree,IE21BOFI993409
194,1.0,Joseph Gonzalez958,F,1967-06-23,"651 Oak Park, Drogheda",Nurse,IE24BOFI973658
195,1.0,Thomas Miller44,F,1969-07-02,"606 Eyre Square, Drogheda",Engineer,IE12BOFI935966
196,1.0,Richard Taylor215,M,1980-08-07,"430 Eyre Square, Galway",IT Consultant,
197,1.0,Richard Miller805,F,1989-08-10,"914 Eyre Square, Galway",Sales,IE48BOFI988720
198,1.0,Jennifer Johnson938,M,1952-05-17,"27 High St, Dundalk",IT Consultant,
199,1.0,Patricia Martin836,M,1973-01-27,"103 Main St, Drogheda",Doctor,IE99BOFI938711
200,1.0,Mary Moore862,M,2001-03-24,"956 Oliver Plunkett St, Dublin",Teacher,IE35BOFI955175
201,1.0,Robert Rodriguez351,F,1959-09-26,"204 Seaview, Drogheda",IT Consultant,IE57BOFI939524
202,1.0,Susan Martin555,F,1998-12-11,"386 Patrick St, Limerick",Engineer,
203,1.0,Mary Moore781,F,1983-05-25,"435 Seaview, Dublin",Engineer,IE23BOFI941515
204,1.0,Sarah Lopez761,M,2002-06-28,"817 Dame St, Drogheda",Manager,IE41BOFI933105
205,1.0,Joseph Wilson448,F,1960-05-29,"862 Griffith Ave, Limerick",Technician,IE18BOFI930166
206,1.0,William Wilson24,F,1983-06-02,"183 Dame St, Navan",Nurse,IE18BOFI946380
207,1.0,Sarah Brown957,M,1989-08-16,"824 Seaview, Navan",Technician,IE78BOFI993904
208,1.0,David Brown767,M,1996-10-25,"341 Shop St, Galway",Accountant,
209,1.0,Joseph Miller280,F,1973-05-23,"652 Shop St, Drogheda",Director,
210,1.0,Susan Brown505,M,1989-08-31,"348 Oak Park, Dundalk",Builder,
211,1.0,Patricia Davis836,M,1970-02-22,"854 High St, Navan",Student,IE43BOFI937153
212,1.0,Joseph Jackson541,M,1955-03-15,"276 Dame St, Swords",Builder,IE70BOFI909538
213,1.0,John Moore429,F,1988-11-21,"668 Oak Park, Navan",Sales,IE59BOFI956045
214,1.0,Jessica Gonzalez770,F,1992-03-18,"567 Grafton St, Limerick",Technician,IE66BOFI917403
215,1.0,John Jackson421,F,1964-10-04,"10 Oak Park, Drogheda",Director,
216,1.0,Karen Jones4,M,1961-07-14,"836 Seaview, Bray",IT Consultant,
217,1.0,Lidl Services,,,"996 Griffith Ave, Limerick",,IE23BOFI980990
218,1.0,Jessica Davis893,M,1995-04-23,"406 Oak Park, Waterford",Sales,IE56BOFI930832
219,1.0,Susan Wilson901,M,1967-10-31,"135 Patrick St, Dublin",Student,IE92BOFI976102
220,1.0,Susan Martinez661,M,1961-01-16,"652 Oak Park, Drogheda",Engineer,IE39BOFI913276
221,1.0,Barbara Brown362,F,1951-06-07,"680 Dame St, Cork",Driver,IE71BOFI968063
222,1.0,Patricia Jackson744,M,1980-03-02,"406 Seaview, Limerick",Technician,
223,1.0,Patricia Brown366,M,1951-05-14,"715 Oak Park, Limerick",Civil Servant,IE13BOFI992336
224,1.0,Jennifer Martinez674,M,1969-08-04,"646 Oak Park, Drogheda",Teacher,IE41BOFI945789
225,1.0,Lisa Rodriguez955,M,1963-11-24,"113 High St, Dublin",Builder,IE27BOFI980947
226,1.0,Robert Rodriguez265,M,1951-07-25,"913 High St, Drogheda",Student,IE97BOFI962722
227,1.0,Richard Gonzalez524,M,1981-07-01,"519 O'Connell St, Swords",Teacher,IE17BOFI927488
228,1.0,William Anderson205,F,1988-10-05,"931 High St, Waterford",Engineer,IE98BOFI925191
229,1.0,Robert Anderson151,M,1997-03-29,"165 Grafton St, Waterford",Manager,IE68BOFI923761
230,1.0,Mary Brown554,M,1987-12-09,"82 Seaview, Dublin",Driver,
231,1.0,William Thomas33,F,1965-10-01,"241 Eyre Square, Swords",Nurse,IE46BOFI967547
232,1.0,Joseph Martin425,M,1984-03-30,"907 Grafton St, Drogheda",Nurse,IE47BOFI926463
233,1.0,Barbara Anderson132,F,1960-07-22,"286 Dame St, Swords",Student,IE56BOFI983353
234,1.0,Lisa Martinez74,M,1978-03-03,"166 Oliver Plunkett St, Galway",Student,IE84BOFI916302
235,1.0,James Martin219,F,1956-07-18,"611 Dame St, Waterford",Teacher,IE14BOFI971089
236,1.0,Sarah Gonzalez26,F,1999-11-17,"608 Henry St, Navan",Nurse,IE11BOFI980226
237,1.0,Joseph Anderson930,F,1969-11-20,"732 Main St, Navan",Sales,IE77BOFI969175
238,1.0,Sarah Johnson309,F,1994-05-25,"124 Shop St, Cork",Sales,IE23BOFI932960
239,1.0,Elizabeth Hernandez543,F,1970-03-31,"576 Seaview, Drogheda",Technician,
240,1.0,Richard Jones273,M,1993-06-15,"304 Griffith Ave, Navan",Engineer,IE55BOFI933174
241,1.0,Richard Davis901,M,1991-05-18,"365 Eyre Square, Galway",Engineer,IE43BOFI939953
242,1.0,Elizabeth Jones160,M,1990-03-07,"686 Oliver Plunkett St, Drogheda",Accountant,IE62BOFI953393
243,1.0,Karen Taylor143,M,2003-07-20,"654 O'Connell St, Bray",IT Consultant,IE31BOFI990149
244,1.0,Mary Taylor544,M,1990-07-06,"492 Church Rd, Dublin",Doctor,IE49BOFI906526
245,1.0,AIB Ltd,,,"361 Dame St, Galway",,
246,1.0,Thomas Johnson239,F,1994-11-24,"61 Oak Park, Navan",IT Consultant,
247,1.0,Susan Miller485,F,1968-05-21,"818 Seaview, Limerick",Manager,IE27BOFI960198
248,1.0,Robert Gonzalez58,M,1966-05-13,"682 Eyre Square, Dundalk",Director,IE87BOFI970717
249,1.0,AIB PLC,,,"453 Dame St, Bray",,IE62BOFI944343
250,1.0,Patricia Taylor783,F,1985-01-12,"643 Eyre Square, Swords",Retiree,IE35BOFI900911
251,1.0,James Martinez56,F,1974-06-15,"145 Eyre Square, Galway",Builder,
252,1.0,Michael Garcia140,F,1989-04-23,"100 Shop St, Dublin",Doctor,IE94BOFI941402
253,1.0,Lisa Smith226,F,1980-10-17,"948 Grafton St, Dublin",Sales,IE36BOFI991906
254,1.0,William Davis477,F,2001-12-07,"378 Patrick St, Cork",Manager,IE21BOFI920025
255,1.0,Barbara Moore61,F,1988-02-24,"176 Oliver Plunkett St, Limerick",Student,IE15BOFI964452
256,1.0,Linda Jones32,F,1962-12-20,"742 Eyre Square, Navan",Builder,IE95BOFI932940
257,1.0,Mary Martin32,M,1969-12-30,"785 O'Connell St, Navan",IT Consultant,IE14BOFI909317
258,1.0,DCC Solutions,,,"756 Eyre Square, Dublin",,
259,1.0,Lisa Williams127,M,2002-01-25,"425 Grafton St, Limerick",Sales,IE83BOFI991953
260,1.0,Richard Johnson653,F,1982-01-21,"993 Henry St, Galway",Doctor,
261,1.0,Patricia Wilson127,F,1957-05-04,"742 Seaview, Drogheda",Civil Servant,IE76BOFI934818
262,1.0,Jessica Smith133,F,1996-05-04,"783 Eyre Square, Dundalk",Teacher,IE54BOFI943276
263,1.0,William Gonzalez415,F,1993-09-14,"506 Dame St, Cork",Accountant,IE17BOFI928682
264,1.0,Ryanair Solutions,,,"307 Oak Park, Dundalk",,IE32BOFI936166
265,1.0,Centra Solutions,,,"646 Patrick St, Galway",,IE61BOFI912154
266,1.0,Three PLC,,,"599 Oak Park, Cork",,IE57BOFI995433
267,1.0,Barbara Johnson785,F,1999-11-17,"976 Patrick St, Dundalk",Technician,IE23BOFI950130
268,1.0,Joseph Lopez739,F,1984-11-03,"233 Church Rd, Dublin",Farmer,IE91BOFI987977
269,1.0,James Williams186,M,1987-06-11,"942 Grafton St, Galway",Director,IE21BOFI922522
270,1.0,Barbara Martinez665,F,1993-01-09,"399 Oak Park, Bray",IT Consultant,
271,1.0,Mary Martinez523,F,1979-08-18,"813 Oak Park, Swords",Driver,IE93BOFI971982
272,1.0,David Thomas605,M,1991-01-20,"724 Main St, Navan",IT Consultant,IE40BOFI977956
273,1.0,Joseph Lopez433,M,1951-11-28,"933 Dame St, Drogheda",Technician,IE51BOFI945043
274,1.0,Linda Davis31,F,1958-03-23,"806 Dame St, Drogheda",Manager,IE93BOFI908904
275,1.0,Michael Johnson284,F,1997-03-25,"832 Oliver Plunkett St, Navan",Doctor,IE99BOFI985990
276,1.0,Thomas Jones276,M,1972-09-18,"662 Eyre Square, Waterford",Teacher,IE89BOFI910815
277,1.0,William Rodriguez415,M,1993-02-03,"429 O'Connell St, Galway",Admin,IE70BOFI962192
278,1.0,David Smith788,M,1986-04-19,"119 Griffith Ave, Waterford",Director,IE97BOFI906798
279,1.0,Linda Thomas41,F,1982-08-13,"634 Griffith Ave, Cork",Teacher,IE58BOFI946021
280,1.0,Patricia Gonzalez49,M,1967-05-27,"94 O'Connell St, Waterford",Teacher,IE83BOFI991672
281,1.0,Thomas Williams534,F,1981-10-26,"629 Seaview, Bray",Engineer,IE17BOFI974486
282,1.0,Susan Garcia686,M,1981-06-12,"740 Oak Park, Cork",Doctor,IE11BOFI939933
283,1.0,Michael Jackson842,M,1979-02-07,"666 Oliver Plunkett St, Dublin",Sales,IE28BOFI971435
284,1.0,Susan Johnson509,F,1973-07-17,"431 Oak Park, Navan",Nurse,IE80BOFI924026
285,1.0,Linda Thomas2,M,1951-05-14,"867 Griffith Ave, Dublin",Sales,IE67BOFI964462
286,1.0,Jennifer Brown193,M,1969-09-14,"906 Patrick St, Waterford",IT Consultant,IE57BOFI905675
287,1.0,Thomas Hernandez870,M,2003-12-29,"232 Oak Park, Swords",Technician,
288,1.0,Sarah Davis728,F,1987-11-04,"254 Griffith Ave, Waterford",Builder,IE76BOFI980509
289,1.0,Richard Williams807,M,1959-06-05,"867 Main St, Waterford",Doctor,IE25BOFI925721
290,1.0,Barbara Martin178,M,1993-12-17,"765 Seaview, Limerick",Retiree,
291,1.0,James Martin836,M,1974-12-17,"17 Oak Park, Swords",Builder,
